"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"23018",1.0187973120174e+19,"Conclusão-Recebimento","2017-12-18",3,0
"23034",1.0187973120174e+19,"Conclusão-Petição","2018-06-20",22,0
"23039",1.0187973120174e+19,"Conclusão","2019-09-05",88,1
"23042",1.0187289620174e+19,"Conclusão-Recebimento","2017-12-18",3,0
"23050",1.0187289620174e+19,"Conclusão-Petição","2018-02-02",0,0
"23055",1.0187289620174e+19,"Conclusão-Decurso de Prazo","2018-04-12",0,0
"23063",1.0187289620174e+19,"Conclusão-Redistribuição","2018-06-15",0,0
"23071",1.0187289620174e+19,"Conclusão","2019-05-27",189,1
"23074",1.0013725420184e+19,"Conclusão-Recebimento","2018-01-26",4,0
"23083",1.0013725420184e+19,"Conclusão-Decurso de Prazo","2018-04-13",12,0
"23100",1.0013725420184e+19,"Conclusão","2019-05-27",189,1
"23102",1.0055779720164e+19,"Conclusão-Distribuição","2016-07-15",4,0
"23106",1.0055779720164e+19,"Conclusão-Redistribuição","2016-07-18",3,0
"23111",1.0055779720164e+19,"Conclusão-Remessa","2017-08-17",64,0
"23117",1.0055779720164e+19,"Conclusão-Remessa","2018-03-15",16,0
"23121",1.0055779720164e+19,"Conclusão-Redistribuição","2018-04-03",0,0
"23123",1.0055779720164e+19,"Conclusão-Mero expediente","2018-06-22",29,0
"23129",1.0055779720164e+19,"Conclusão-Petição","2018-10-15",7,0
"23133",1.0055779720164e+19,"Conclusão","2019-04-08",238,1
"23135",1.0097073320164e+19,"Conclusão-Documento","2016-12-07",0,0
"23147",1.0097073320164e+19,"Conclusão-Documento","2017-02-23",0,0
"23156",1.0097073320164e+19,"Conclusão-Decurso de Prazo","2018-06-13",20,0
"23159",1.0097073320164e+19,"Conclusão-Ato ordinatorio","2019-02-05",0,0
"23167",1.0097073320164e+19,"Petição","2019-10-28",35,1
"23175",1.0033263820184e+19,"Conclusão-Documento","2018-02-22",0,0
"23182",1.0033263820184e+19,"Conclusão-Petição","2018-07-25",6,0
"23189",1.0033263820184e+19,"Conclusão-Redistribuição","2018-12-17",0,0
"23192",1.0033263820184e+19,"Conclusão-Remessa","2019-09-03",0,0
"23197",1.0033263820184e+19,"Expedição de documento","2019-10-24",39,1
"23211",1.0040694820184e+19,"Conclusão-Remessa","2018-03-08",8,0
"23216",1.0040694820184e+19,"Conclusão-Mandado","2018-04-17",12,0
"23240",1.0040694820184e+19,"Conclusão-Petição","2019-03-19",1,0
"23247",1.0040694820184e+19,"Decurso de Prazo","2019-08-11",113,1
"23254",1.0148965520174e+19,"Conclusão-Remessa","2017-10-30",0,0
"23261",1.0148965520174e+19,"Conclusão-Petição","2017-11-24",0,0
"23268",1.0148965520174e+19,"Conclusão-Mandado","2017-12-06",1,0
"23277",1.0148965520174e+19,"Conclusão-Petição","2018-01-11",8,0
"23285",1.0148965520174e+19,"Conclusão-Petição","2018-01-29",0,0
"23294",1.0148965520174e+19,"Conclusão-Decurso de Prazo","2018-05-23",33,0
"23295",1.0148965520174e+19,"Juntada","2019-07-04",151,1
"23300",1.0148368220174e+19,"Conclusão-Remessa","2017-11-09",0,0
"23312",1.0148368220174e+19,"Conclusão-Petição","2018-04-27",1,0
"23317",1.0148368220174e+19,"Conclusão-Petição","2018-07-09",18,0
"23325",1.0148368220174e+19,"Conclusão-Petição","2018-08-07",1,0
"23329",1.0148368220174e+19,"Conclusão-Petição","2018-09-05",20,0
"23336",1.0148368220174e+19,"Conclusão-Decurso de Prazo","2019-05-27",199,0
"23337",1.0148368220174e+19,"Juntada","2019-05-27",189,1
"23343",1.0164182020174e+19,"Conclusão-Petição","2017-11-22",0,0
"23348",1.0164182020174e+19,"Conclusão-Petição","2018-02-08",14,0
"23355",1.0164182020174e+19,"Conclusão-Decurso de Prazo","2018-06-21",61,0
"23365",1.0164182020174e+19,"Conclusão-Decurso de Prazo","2019-09-24",6,0
"23372",1.0164182020174e+19,"Petição","2019-10-30",33,1
"23377",1.0045848320184e+19,"Conclusão-Remessa","2018-03-08",0,0
"23387",1.0045848320184e+19,"Conclusão-Petição","2019-05-16",177,0
"23388",1.0045848320184e+19,"Juntada","2019-05-16",200,1
"23391",1.0053443220184e+19,"Conclusão-Recebimento","2018-03-16",1,0
"23404",1.0053443220184e+19,"Conclusão-Petição","2018-03-21",0,0
"23413",1.0053443220184e+19,"Conclusão-Documento","2018-03-23",0,0
"23414",1.0053443220184e+19,"Conclusão-Conclusão","2018-03-23",0,0
"23426",1.0053443220184e+19,"Conclusão-Expedição de documento","2018-05-04",2,0
"23434",1.0053443220184e+19,"Conclusão-Petição","2018-05-16",1,0
"23441",1.0053443220184e+19,"Conclusão-Petição","2018-06-18",12,0
"23453",1.0053443220184e+19,"Conclusão-Petição","2018-08-13",17,0
"23458",1.0053443220184e+19,"Conclusão-Decurso de Prazo","2019-05-27",174,0
"23459",1.0053443220184e+19,"Juntada","2019-05-27",189,1
"23464",1.0022610820184e+19,"Conclusão-Remessa","2018-02-08",1,0
"23482",1.0022610820184e+19,"Conclusão-Petição","2018-10-10",2,0
"23500",1.0022610820184e+19,"Conclusão-Juntada","2019-05-27",0,0
"23506",1.0022610820184e+19,"Petição","2019-10-04",59,1
"23511",1.0018332620184e+19,"Conclusão-Remessa","2018-02-08",0,0
"23521",1.0018332620184e+19,"Conclusão-Decurso de Prazo","2019-05-27",246,0
"23527",1.0018332620184e+19,"Decurso de Prazo","2019-09-03",90,1
"23532",1.0049035120184e+19,"Conclusão-Remessa","2018-03-16",0,0
"23546",1.0049035120184e+19,"Conclusão-Decurso de Prazo","2018-06-11",40,0
"23549",1.0049035120184e+19,"Conclusão-Mero expediente","2019-09-16",3,0
"23550",1.0049035120184e+19,"Segurança","2019-10-28",35,1
"23555",1.0053564620184e+19,"Conclusão-Remessa","2018-03-16",0,0
"23561",1.0053564620184e+19,"Conclusão-Petição","2018-04-11",2,0
"23573",1.0053564620184e+19,"Conclusão","2019-05-27",189,1
"23579",1.0192225820174e+19,"Conclusão-Remessa","2018-01-08",0,0
"23583",1.0192225820174e+19,"Conclusão-Redistribuição","2018-02-20",41,0
"23592",1.0192225820174e+19,"Conclusão-Petição","2018-10-23",0,0
"23604",1.0192225820174e+19,"Conclusão","2019-10-29",34,1
"23609",1.0026543020184e+19,"Conclusão-Remessa","2018-02-09",1,0
"23615",1.0026543020184e+19,"Conclusão-Documento","2018-03-16",0,0
"23625",1.0026543020184e+19,"Conclusão-Petição","2018-04-11",7,0
"23630",1.0026543020184e+19,"Conclusão-Petição","2018-05-28",14,0
"23641",1.0026543020184e+19,"Conclusão-Mandado","2018-06-07",0,0
"23675",1.0026543020184e+19,"Conclusão-Petição","2018-07-13",11,0
"23691",1.0026543020184e+19,"Conclusão-Petição","2018-08-06",12,0
"23708",1.0026543020184e+19,"Conclusão-Documento","2018-08-14",0,0
"23730",1.0026543020184e+19,"Conclusão-Petição","2018-08-27",3,0
"23781",1.0026543020184e+19,"Decurso de Prazo","2019-08-24",100,1
"23786",1.0155487220174e+19,"Conclusão-Remessa","2017-11-13",3,0
"23798",1.0155487220174e+19,"Conclusão-Decurso de Prazo","2018-08-28",35,0
"23805",1.0155487220174e+19,"Conclusão-Petição","2019-07-12",43,0
"23806",1.0155487220174e+19,"Petição","2019-09-18",75,1
"23811",1.0054231120184e+19,"Conclusão-Remessa","2018-03-20",0,0
"23814",1.0054231120184e+19,"Conclusão-Redistribuição","2018-03-23",0,0
"23831",1.0054231120184e+19,"Petição","2019-08-29",95,1
"23836",1.0053841420184e+19,"Conclusão-Remessa","2018-03-27",0,0
"23846",1.0053841420184e+19,"Conclusão-Petição","2019-05-27",116,0
"23848",1.0053841420184e+19,"Improcedência","2019-10-28",35,1
"23853",1.0196053620174e+19,"Conclusão-Remessa","2018-01-12",2,0
"23856",1.0196053620174e+19,"Conclusão-Documento","2018-01-31",0,0
"23869",1.0196053620174e+19,"Conclusão-Petição","2018-10-08",5,0
"23875",1.0196053620174e+19,"Conclusão-Decurso de Prazo","2019-04-23",83,0
"23877",1.0196053620174e+19,"Conclusão","2019-09-03",90,1
"23884",1.0053945820184e+19,"Conclusão-Expedição de documento","2018-03-20",0,0
"23888",1.0053945820184e+19,"Conclusão-Petição","2018-04-02",6,0
"23895",1.0053945820184e+19,"Conclusão-Petição","2018-06-20",21,0
"23898",1.0053945820184e+19,"Conclusão-Redistribuição","2018-07-09",4,0
"23909",1.0053945820184e+19,"Conclusão-Petição","2018-07-19",0,0
"23926",1.0053945820184e+19,"Conclusão-Petição","2018-11-27",5,0
"23941",1.0053945820184e+19,"Conclusão-Petição","2019-04-23",29,0
"23944",1.0053945820184e+19,"Petição","2019-09-25",68,1
"23949",1.0042938320184e+19,"Conclusão-Remessa","2018-03-02",0,0
"23958",1.0042938320184e+19,"Conclusão-Petição","2018-04-20",3,0
"23963",1.0042938320184e+19,"Conclusão-Petição","2018-06-08",2,0
"23974",1.0042938320184e+19,"Conclusão","2019-05-27",189,1
"23977",1.0034632020184e+19,"Conclusão-Remessa","2018-02-20",0,0
"23992",1.0034632020184e+19,"Conclusão-Juntada","2019-02-15",0,0
"23998",1.0034632020184e+19,"Documento","2019-08-26",98,1
"24001",1.0046939720184e+19,"Conclusão-Recebimento","2018-03-08",1,0
"24015",1.0046939720184e+19,"Conclusão-Petição","2018-08-27",6,0
"24019",1.0046939720184e+19,"Conclusão","2019-04-22",224,1
"24024",1.0062851620174e+19,"Conclusão-Remessa","2017-07-11",1,0
"24033",1.0062851620174e+19,"Conclusão-Decurso de Prazo","2018-02-08",175,0
"24054",1.0062851620174e+19,"Conclusão-Petição","2019-05-27",59,0
"24056",1.0062851620174e+19,"Petição","2019-06-18",167,1
"24061",1.0054569820184e+19,"Conclusão-Remessa","2018-03-20",1,0
"24075",1.0054569820184e+19,"Conclusão-Petição","2019-02-15",163,0
"24080",1.0054569820184e+19,"Petição","2019-05-21",195,1
"24083",1.0039871720184e+19,"Conclusão-Recebimento","2018-02-27",1,0
"24097",1.0039871720184e+19,"Conclusão-Juntada","2019-05-27",0,0
"24098",1.0039871720184e+19,"Documento","2019-06-04",181,1
"24103",1.0149441420174e+19,"Conclusão-Remessa","2017-11-09",2,0
"24106",1.0149441420174e+19,"Conclusão-Incompetência","2017-11-14",0,0
"24116",1.0149441420174e+19,"Conclusão-Decurso de Prazo","2018-06-18",34,0
"24128",1.0149441420174e+19,"Conclusão-Decurso de Prazo","2019-05-27",78,0
"24129",1.0149441420174e+19,"Juntada","2019-05-27",189,1
"24134",1.0195135820174e+19,"Conclusão-Remessa","2018-01-11",3,0
"24143",1.0195135820174e+19,"Conclusão-Decurso de Prazo","2018-09-06",39,0
"24150",1.0195135820174e+19,"Conclusão-Juntada","2019-05-27",0,0
"24152",1.0195135820174e+19,"Indeferimento da petição inicial","2019-10-28",35,1
"24157",1.0182508820174e+19,"Conclusão-Remessa","2017-12-14",1,0
"24163",1.0182508820174e+19,"Conclusão-Petição","2018-01-16",6,0
"24174",1.0182508820174e+19,"Conclusão-Juntada","2019-05-27",0,0
"24179",1.0182508820174e+19,"Petição","2019-10-23",40,1
"24182",1.0039060520174e+19,"Conclusão-Distribuição","2017-06-05",0,0
"24187",1.0039060520174e+19,"Conclusão-Petição","2017-07-27",1,0
"24193",1.0039060520174e+19,"Conclusão-Decurso de Prazo","2018-04-05",19,0
"24207",1.0039060520174e+19,"Conclusão-Decurso de Prazo","2018-10-22",8,0
"24215",1.0039060520174e+19,"Conclusão","2019-04-02",244,1
"24220",1.0194936720174e+19,"Conclusão-Remessa","2018-01-11",3,0
"24232",1.0194936720174e+19,"Conclusão-Decurso de Prazo","2019-05-27",238,0
"24239",1.0194936720174e+19,"Petição","2019-09-23",70,1
"24244",1.0003505820184e+19,"Conclusão-Remessa","2018-01-12",1,0
"24256",1.0003505820184e+19,"Conclusão-Decurso de Prazo","2018-03-19",2,0
"24261",1.0003505820184e+19,"Conclusão-Redistribuição","2018-06-21",49,0
"24271",1.0003505820184e+19,"Conclusão-Decurso de Prazo","2019-04-12",73,0
"24275",1.0003505820184e+19,"Decurso de Prazo","2019-09-28",65,1
"24283",1.0157158920174e+19,"Conclusão-Remessa","2017-11-16",0,0
"24284",1.0157158920174e+19,"Conclusão-Conclusão","2017-11-16",0,0
"24299",1.0157158920174e+19,"Conclusão-Decurso de Prazo","2018-03-21",4,0
"24305",1.0157158920174e+19,"Decurso de Prazo","2019-08-24",100,1
"24310",1.0054673020184e+19,"Conclusão-Remessa","2018-03-20",1,0
"24328",1.0054673020184e+19,"Conclusão-Petição","2019-06-17",15,0
"24334",1.0054673020184e+19,"Decurso de Prazo","2019-10-22",41,1
"24340",1.0054681520184e+19,"Conclusão-Antecipação de tutela","2018-03-20",0,0
"24356",1.0054681520184e+19,"Conclusão-Petição","2018-09-17",12,0
"24364",1.0054681520184e+19,"Conclusão","2019-07-12",143,1
"24371",1.0161843820174e+19,"Conclusão-Documento","2017-12-01",0,0
"24374",1.0161843820174e+19,"Conclusão-Redistribuição","2017-12-05",1,0
"24381",1.0161843820174e+19,"Conclusão-Petição","2018-06-15",30,0
"24386",1.0161843820174e+19,"Conclusão-Remessa","2019-02-21",3,0
"24394",1.0161843820174e+19,"Conclusão-Juntada","2019-08-26",10,0
"24401",1.0161843820174e+19,"Petição","2019-10-30",33,1
"24406",1.0167257120174e+19,"Conclusão-Remessa","2017-11-30",1,0
"24421",1.0167257120174e+19,"Conclusão-Decurso de Prazo","2019-07-03",198,0
"24425",1.0167257120174e+19,"Expedição de documento","2019-10-02",61,1
"24430",1.0164892220174e+19,"Conclusão-Remessa","2017-11-22",0,0
"24435",1.0164892220174e+19,"Conclusão-Decurso de Prazo","2018-02-26",1,0
"24446",1.0164892220174e+19,"Conclusão-Decurso de Prazo","2018-04-19",13,0
"24456",1.0164892220174e+19,"Conclusão-Petição","2018-07-24",0,0
"24460",1.0164892220174e+19,"Conclusão-Expedição de documento","2019-05-27",292,0
"24462",1.0164892220174e+19,"Julgamento em Diligência","2019-08-19",105,1
"24468",1.0045760920184e+19,"Conclusão-Remessa","2018-03-07",0,0
"24472",1.0045760920184e+19,"Conclusão-Outros","2018-04-03",0,0
"24492",1.0045760920184e+19,"Conclusão-Decurso de Prazo","2018-06-11",23,0
"24496",1.0045760920184e+19,"Suspensão ou Sobrestamento","2019-03-08",269,1
"24501",1.0167005820174e+19,"Conclusão-Remessa","2017-12-01",1,0
"24510",1.0167005820174e+19,"Conclusão-Decurso de Prazo","2018-08-28",44,0
"24519",1.0167005820174e+19,"Petição","2019-09-06",87,1
"24524",1.0155495720174e+19,"Conclusão-Remessa","2017-11-10",0,0
"24527",1.0155495720174e+19,"Conclusão-Mero expediente","2017-11-16",2,0
"24543",1.0155495720174e+19,"Conclusão-Decurso de Prazo","2018-06-13",33,0
"24544",1.0155495720174e+19,"Juntada","2019-07-05",150,1
"24550",1.0183573520174e+19,"Conclusão-Remessa","2018-03-08",59,0
"24554",1.0183573520174e+19,"Conclusão-Redistribuição","2018-03-20",1,0
"24560",1.0183573520174e+19,"Conclusão-Petição","2019-02-06",54,0
"24567",1.0183573520174e+19,"Conclusão","2019-10-29",34,1
"24573",1.0179364520174e+19,"Conclusão-Remessa","2018-03-08",59,0
"24578",1.0179364520174e+19,"Conclusão-Ato ordinatorio","2018-03-19",0,0
"24579",1.0179364520174e+19,"Conclusão-Conclusão","2018-03-19",0,0
"24585",1.0179364520174e+19,"Conclusão-Petição","2019-02-06",54,0
"24590",1.0179364520174e+19,"Conclusão","2019-10-29",34,1
"24592",1.0032869020174e+19,"Conclusão-Distribuição","2017-05-26",1,0
"24601",1.0032869020174e+19,"Conclusão-Petição","2018-03-19",38,0
"24610",1.0032869020174e+19,"Decurso de Prazo","2019-07-07",148,1
"24615",1.0070066520174e+19,"Conclusão-Remessa","2017-07-13",0,0
"24617",1.0070066520174e+19,"Conclusão-Outros","2017-07-25",4,0
"24626",1.0070066520174e+19,"Conclusão-Petição","2017-10-06",1,0
"24635",1.0070066520174e+19,"Conclusão-Petição","2017-11-28",0,0
"24639",1.0070066520174e+19,"Conclusão-Petição","2018-03-15",16,0
"24641",1.0070066520174e+19,"Conclusão-Ato ordinatorio","2018-03-19",0,0
"24649",1.0070066520174e+19,"Petição","2019-07-15",140,1
"24652",1.0195586220174e+19,"Conclusão-Recebimento","2018-01-29",40,0
"24658",1.0195586220174e+19,"Conclusão-Redistribuição","2018-03-20",1,0
"24665",1.0195586220174e+19,"Conclusão-Juntada","2019-03-27",0,0
"24673",1.0195586220174e+19,"Conclusão-Petição","2019-10-29",63,0
"24674",1.0195586220174e+19,"Mero expediente","2019-10-30",33,1
"24680",1.0186319620174e+19,"Conclusão-Remessa","2018-03-08",59,0
"24683",1.0186319620174e+19,"Conclusão-Redistribuição","2018-03-20",1,0
"24689",1.0186319620174e+19,"Conclusão-Petição","2019-02-06",54,0
"24694",1.0186319620174e+19,"Conclusão-Petição","2019-10-29",64,0
"24695",1.0186319620174e+19,"Mero expediente","2019-10-29",34,1
"24700",1.0026829520184e+19,"Conclusão-Remessa","2018-03-02",0,0
"24705",1.0026829520184e+19,"Conclusão-Redistribuição","2018-03-21",1,0
"24712",1.0026829520184e+19,"Conclusão-Petição","2018-10-04",3,0
"24723",1.0026829520184e+19,"Conclusão","2019-10-29",34,1
"24728",1.0004882520184e+19,"Conclusão-Remessa","2018-01-25",0,0
"24741",1.0004882520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"24746",1.0004882520184e+19,"Decurso de Prazo","2019-10-11",52,1
"24748",1.0046171020174e+19,"Conclusão-Distribuição","2017-06-09",1,0
"24753",1.0046171020174e+19,"Conclusão-Petição","2017-08-15",0,0
"24760",1.0046171020174e+19,"Conclusão-Decurso de Prazo","2018-08-28",35,0
"24766",1.0046171020174e+19,"Conclusão","2019-09-20",73,1
"24769",1.0157314320174e+19,"Conclusão-Recebimento","2017-11-27",14,0
"24782",1.0157314320174e+19,"Conclusão-Decurso de Prazo","2018-08-27",91,0
"24793",1.0157314320174e+19,"Decurso de Prazo","2019-08-24",100,1
"24799",1.0164035120174e+19,"Conclusão-Mero expediente","2017-12-05",0,0
"24807",1.0164035120174e+19,"Conclusão-Decurso de Prazo","2018-08-27",97,0
"24814",1.0164035120174e+19,"Decurso de Prazo","2019-08-24",100,1
"24816",1.0048881920174e+19,"Conclusão-Distribuição","2017-06-12",3,0
"24828",1.0048881920174e+19,"Conclusão-Petição","2018-12-18",1,0
"24833",1.0048881920174e+19,"Conclusão-Petição","2019-04-10",57,0
"24839",1.0048881920174e+19,"Expedição de documento","2019-10-16",47,1
"24845",1.0160285020174e+19,"Conclusão-Remessa","2018-03-09",101,0
"24849",1.0160285020174e+19,"Conclusão-Redistribuição","2018-03-20",1,0
"24857",1.0160285020174e+19,"Conclusão-Juntada","2019-03-27",0,0
"24864",1.0160285020174e+19,"Conclusão-Petição","2019-10-29",64,0
"24865",1.0160285020174e+19,"Mero expediente","2019-10-30",33,1
"24871",1.0067546220174e+19,"Conclusão-Remessa","2017-07-13",1,0
"24878",1.0067546220174e+19,"Conclusão-Petição","2018-03-19",38,0
"24890",1.0067546220174e+19,"Decurso de Prazo","2019-07-07",148,1
"24895",1.0138641520174e+19,"Conclusão-Remessa","2017-10-16",5,0
"24907",1.0138641520174e+19,"Conclusão-Decurso de Prazo","2018-06-18",68,0
"24913",1.0138641520174e+19,"Petição","2019-09-26",67,1
"24916",1.0056604520184e+19,"Conclusão-Recebimento","2018-03-21",1,0
"24922",1.0056604520184e+19,"Conclusão-Petição","2018-04-05",11,0
"24929",1.0056604520184e+19,"Conclusão-Petição","2018-05-22",6,0
"24932",1.0056604520184e+19,"Conclusão-Petição","2018-07-04",0,0
"24944",1.0056604520184e+19,"Conclusão-Petição","2018-08-09",1,0
"24952",1.0056604520184e+19,"Conclusão-Petição","2018-08-31",0,0
"24962",1.0056604520184e+19,"Petição","2019-08-12",112,1
"24964",1.0034375620174e+19,"Conclusão-Distribuição","2017-05-29",0,0
"24968",1.0034375620174e+19,"Conclusão-Expedição de documento","2018-07-04",104,0
"24974",1.0034375620174e+19,"Decurso de Prazo","2019-08-25",99,1
"24980",1.0173111120174e+19,"Conclusão-Remessa","2017-12-04",3,0
"24984",1.0173111120174e+19,"Conclusão-Redistribuição","2017-12-05",1,0
"24991",1.0173111120174e+19,"Conclusão-Petição","2018-06-15",30,0
"24996",1.0173111120174e+19,"Conclusão-Remessa","2019-02-21",3,0
"25005",1.0173111120174e+19,"Conclusão-Juntada","2019-08-26",10,0
"25011",1.0173111120174e+19,"Petição","2019-10-30",33,1
"25014",1.0001456520184e+19,"Conclusão-Recebimento","2018-02-19",2,0
"25021",1.0001456520184e+19,"Conclusão-Redistribuição","2018-02-23",1,0
"25023",1.0001456520184e+19,"Conclusão-Mero expediente","2018-03-05",10,0
"25036",1.0001456520184e+19,"Conclusão","2019-05-27",189,1
"25041",1.0055244820184e+19,"Conclusão-Remessa","2018-03-21",0,0
"25050",1.0055244820184e+19,"Decurso de Prazo","2019-07-05",150,1
"25053",1.0196824520174e+19,"Conclusão-Recebimento","2018-01-12",22,0
"25060",1.0196824520174e+19,"Conclusão-Decurso de Prazo","2018-02-09",0,0
"25067",1.0196824520174e+19,"Conclusão-Decurso de Prazo","2018-06-18",67,0
"25074",1.0196824520174e+19,"Conclusão","2019-07-09",146,1
"25077",1.0198582420174e+19,"Conclusão-Recebimento","2018-01-19",28,0
"25083",1.0198582420174e+19,"Conclusão-Mero expediente","2018-01-24",0,0
