"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"563","561XXX","Apelido439","Aberto","Atrasado","Ação Popular","2017-08-27",2,2,2,6,20,23,2,7,19,1,1,6,12,4,1,10,9,3,6,4,10,1,8,5,1,6,5,89,68,2,5,7,19,1,6,10,4,45
"564","562XXX","Apelido440","Aberto","Atrasado","Ação Popular","2019-11-28",3,5,5,5,14,34,4,5,12,2,2,5,16,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","563XXX","Apelido441","Aberto","Atrasado","Ação Popular","2019-08-05",4,1,5,6,16,25,1,4,10,1,3,3,11,3,4,8,9,1,5,7,18,1,10,4,1,4,10,89,68,1,1,8,16,4,7,18,2,42
"566","564XXX","Apelido442","Aberto","Atrasado","Ação Popular","2017-01-29",5,4,1,5,19,31,1,2,19,3,1,9,10,5,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","565XXX","Apelido443","Aberto","Atrasado","Ação Popular","2017-08-22",5,3,1,7,19,22,1,1,15,3,5,3,15,2,5,7,10,2,2,6,18,5,10,2,3,5,6,105,54,1,4,9,12,2,4,17,4,33
"568","566XXX","Apelido444","Aberto","Atrasado","Ação Popular","2019-07-22",4,2,1,6,10,27,1,2,13,5,4,7,14,3,5,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","567XXX","Apelido445","Aberto","Atrasado","Ação Popular","2018-02-16",4,3,4,3,17,36,1,3,12,4,1,10,15,3,4,10,2,1,3,9,14,2,4,10,4,3,3,88,66,3,1,8,14,2,7,10,5,49
"570","568XXX","Apelido446","Aberto","Atrasado","Ação Popular","2019-03-08",5,3,2,7,20,33,2,1,12,3,5,4,10,1,3,3,5,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","569XXX","Apelido447","Aberto","Atrasado","Ação Popular","2018-01-13",5,3,1,3,17,39,2,5,10,5,1,3,18,5,5,5,3,1,9,7,14,3,6,8,2,3,7,95,70,4,2,9,12,1,10,10,5,49
"572","570XXX","Apelido448","Aberto","Atrasado","Ação Popular","2019-10-03",5,2,4,4,16,24,1,4,15,1,1,3,18,1,1,7,10,2,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","571XXX","Apelido449","Aberto","Atrasado","Ação Popular","2018-09-17",4,1,2,1,20,22,3,3,20,1,4,5,10,1,4,5,7,4,7,4,8,5,9,5,3,3,4,87,58,1,4,10,12,4,6,10,3,43
"574","572XXX","Apelido450","Aberto","Atrasado","Ação Popular","2018-08-25",0,1,1,7,14,38,5,3,15,3,2,8,17,5,1,7,9,5,8,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","573XXX","Apelido451","Aberto","Atrasado","Ação Popular","2019-01-20",0,2,4,4,15,28,1,5,13,2,1,8,14,1,2,4,7,5,3,7,14,3,5,7,2,7,2,92,55,4,2,2,10,2,7,11,4,43
"576","574XXX","Apelido452","Aberto","Atrasado","Ação Popular","2019-09-26",4,3,1,6,18,38,3,5,13,2,2,2,15,3,1,6,8,3,10,10,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","575XXX","Apelido453","Aberto","Atrasado","Ação Popular","2019-02-09",4,2,4,1,16,30,1,4,16,1,3,6,13,4,4,9,5,2,4,5,12,4,9,4,3,4,8,93,54,1,1,10,17,1,3,15,1,47
"578","576XXX","Apelido454","Aberto","Atrasado","Ação Popular","2017-02-24",2,2,3,7,12,39,5,4,10,5,4,6,16,1,5,6,6,2,4,4,12,2,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","577XXX","Apelido455","Aberto","Atrasado","Ação Popular","2018-09-09",4,5,5,3,12,25,1,6,20,3,1,7,14,1,4,6,6,5,5,9,18,4,8,8,1,2,9,101,53,1,1,5,14,1,6,18,1,47
"580","578XXX","Apelido456","Aberto","Atrasado","Ação Popular","2018-01-24",0,3,3,6,18,38,2,2,13,2,4,2,20,4,5,7,9,5,10,4,15,1,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","579XXX","Apelido457","Aberto","Atrasado","Ação Popular","2018-06-04",1,1,5,3,18,24,1,5,17,3,4,9,13,1,1,5,6,3,7,10,18,1,10,5,2,10,9,102,58,2,3,6,12,4,7,14,1,50
"582","580XXX","Apelido458","Aberto","Atrasado","Ação Popular","2017-01-20",2,4,1,3,19,40,1,5,10,5,1,10,11,5,1,2,10,1,6,3,8,4,6,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0
"583","581XXX","Apelido459","Aberto","Atrasado","Ação Popular","2019-11-19",0,3,4,6,13,26,1,5,20,1,4,8,16,1,5,8,4,2,5,4,17,3,9,7,3,10,8,104,50,2,3,9,11,1,3,14,4,44
"584","582XXX","Apelido460","Aberto","Atrasado","Ação Popular","2018-10-10",1,1,3,7,19,38,3,5,20,1,5,5,16,3,5,5,7,1,8,5,13,1,9,8,2,3,16,0,0,0,0,0,0,0,0,0,0,0
"585","583XXX","Apelido461","Aberto","Atrasado","Ação Popular","2018-12-23",5,1,5,4,12,28,1,7,11,3,1,8,11,2,3,3,9,2,9,9,17,3,4,9,2,5,5,101,66,1,5,9,19,3,3,11,1,43
"586","584XXX","Apelido462","Aberto","Atrasado","Ação Popular","2019-07-01",0,2,4,7,19,24,4,2,19,4,1,9,11,3,1,10,2,2,3,8,12,2,10,5,5,5,2,109,0,0,0,0,0,0,0,0,0,0
"587","585XXX","Apelido463","Aberto","Atrasado","Ação Popular","2019-08-07",1,1,1,7,10,28,1,2,17,4,5,4,12,2,4,7,9,4,2,4,11,1,10,9,1,3,7,96,64,3,5,5,19,1,7,17,5,38
"588","586XXX","Apelido464","Aberto","Atrasado","Ação Popular","2018-12-09",0,1,3,6,13,29,1,1,12,3,4,6,15,5,4,4,9,4,8,3,15,1,7,3,3,3,4,96,74,0,0,0,0,0,0,0,0,0
"589","587XXX","Apelido465","Aberto","Atrasado","Ação Popular","2019-08-31",4,3,4,4,15,24,2,5,19,4,3,6,18,1,1,7,7,5,5,2,15,4,3,10,1,10,3,94,62,1,1,5,14,2,10,12,5,48
"590","588XXX","Apelido466","Aberto","Atrasado","Ação Popular","2019-08-27",1,4,2,6,17,29,1,1,20,1,1,5,17,5,3,2,3,3,6,3,18,3,10,5,1,8,5,97,55,15,0,0,0,0,0,0,0,0
"591","589XXX","Apelido467","Aberto","Atrasado","Ação Popular","2018-08-06",1,1,1,7,16,32,1,5,16,1,3,7,19,4,1,7,5,3,6,9,8,2,2,4,2,6,7,86,52,2,5,7,19,4,6,18,1,34
"592","590XXX","Apelido468","Aberto","Atrasado","Ação Popular","2017-03-27",1,4,3,7,20,38,1,6,17,3,5,9,11,1,2,2,9,3,5,5,10,1,3,5,5,3,3,103,64,4,1,17,0,0,0,0,0,0
"593","591XXX","Apelido469","Aberto","Atrasado","Ação Popular","2019-08-12",3,2,3,2,14,27,1,5,15,5,1,8,17,3,3,9,6,5,4,10,8,3,9,8,5,4,10,105,69,1,1,9,15,3,4,12,5,33
"594","592XXX","Apelido470","Aberto","Atrasado","Ação Popular","2018-05-19",0,1,1,5,19,22,2,4,13,4,1,3,12,5,5,10,6,3,10,4,11,1,4,4,2,7,6,94,67,5,2,4,26,0,0,0,0,0
"595","593XXX","Apelido471","Aberto","Atrasado","Ação Popular","2019-11-15",2,2,1,4,12,25,1,4,14,4,3,5,20,3,1,5,8,4,4,8,13,3,10,9,5,6,10,100,58,5,4,7,12,3,10,17,4,33
"596","594XXX","Apelido472","Aberto","Atrasado","Ação Popular","2018-01-26",2,4,3,3,17,24,1,5,16,4,1,10,19,1,1,7,7,2,5,8,11,4,10,2,1,4,10,88,70,2,2,8,11,13,0,0,0,0
"597","595XXX","Apelido473","Aberto","Atrasado","Ação Popular","2019-07-30",3,1,1,4,18,37,4,4,20,3,1,9,11,1,5,8,4,3,3,9,17,3,3,3,1,7,10,85,51,4,1,8,12,2,10,15,1,47
"598","596XXX","Apelido474","Aberto","Atrasado","Ação Popular","2018-10-24",1,4,4,2,20,35,3,6,19,2,3,4,15,4,4,10,10,4,9,2,13,1,7,9,4,7,9,99,58,3,2,9,13,3,19,0,0,0
"599","597XXX","Apelido475","Aberto","Atrasado","Ação Popular","2018-05-23",0,2,2,6,18,27,1,5,20,2,4,4,17,4,4,6,4,1,2,2,12,4,9,3,5,3,9,87,55,5,5,3,13,1,10,15,1,43
"600","598XXX","Apelido476","Aberto","Atrasado","Ação Popular","2017-11-10",4,3,4,2,20,28,1,1,11,1,2,6,20,5,1,10,2,5,3,8,11,1,3,10,3,10,9,98,68,2,2,9,14,1,10,21,0,0
"601","599XXX","Apelido477","Aberto","Atrasado","Ação Popular","2019-05-01",4,4,4,1,17,31,1,1,10,5,3,2,17,3,3,5,7,4,6,2,13,5,3,5,2,9,4,100,68,2,1,9,20,2,8,10,3,36
"602","600XXX","Apelido478","Aberto","Ok","Ação Popular","2019-05-10",3,1,1,4,11,33,3,6,12,5,5,2,10,1,1,5,4,5,4,6,10,2,4,6,2,5,7,102,50,1,1,10,11,1,3,14,12,0
"603","601XXX","Apelido479","Aberto","Atrasado","Ação Popular","2018-08-28",1,1,3,3,16,22,1,5,13,3,3,9,16,4,1,5,9,5,10,4,14,2,9,5,2,3,8,100,68,4,1,5,15,5,2,13,1,51
"604","602XXX","Apelido480","Aberto","Atrasado","Ação Popular","2017-06-19",4,3,2,4,10,24,5,1,19,3,5,4,11,1,4,5,6,2,4,9,14,3,6,3,3,9,2,98,63,1,3,9,12,1,3,17,4,48
"605","603XXX","Apelido481","Aberto","Atrasado","Ação Popular","2018-02-07",5,3,3,2,18,30,4,4,15,4,1,7,19,5,5,2,9,4,9,5,17,1,9,3,3,6,6,100,50,5,4,4,17,1,3,20,5,34
"606","604XXX","Apelido482","Aberto","Atrasado","Ação Popular","2019-10-05",3,1,1,3,11,33,1,6,15,1,4,10,20,2,1,4,9,1,6,9,11,1,6,4,5,3,5,88,61,1,2,3,19,4,2,19,1,46
"607","605XXX","Apelido483","Aberto","Atrasado","Ação Popular","2018-02-03",3,2,3,2,20,36,2,3,11,5,5,9,19,3,1,10,8,5,6,3,15,2,10,6,1,5,2,87,51,5,2,6,16,5,4,15,1,51
"608","606XXX","Apelido484","Aberto","Atrasado","Ação Popular","2017-11-11",2,3,4,7,13,39,2,5,11,1,4,10,20,1,2,10,8,3,5,10,14,4,8,9,2,3,10,92,59,4,5,8,20,1,9,16,4,36
"609","607XXX","Apelido485","Aberto","Atrasado","Ação Popular","2018-10-02",4,1,2,5,15,35,1,1,20,1,1,2,15,5,4,4,8,1,10,8,15,5,4,4,5,6,10,85,56,1,5,5,20,3,8,19,2,36
"610","608XXX","Apelido486","Aberto","Atrasado","Ação Popular","2017-12-01",5,1,5,1,10,31,1,4,18,1,3,10,11,3,1,8,6,5,4,6,9,4,7,2,1,4,2,99,56,2,1,10,11,5,9,20,1,51
"611","609XXX","Apelido487","Aberto","Atrasado","Ação Popular","2017-08-22",4,2,1,4,19,24,1,7,14,1,2,9,17,1,5,7,6,3,4,10,18,2,2,3,3,2,7,86,59,3,3,3,19,4,3,11,1,48
"612","610XXX","Apelido488","Aberto","Atrasado","Ação Popular","2017-01-31",4,3,4,6,14,27,1,2,20,2,3,9,12,1,3,10,5,1,5,9,12,5,8,4,3,8,9,89,54,2,4,10,18,3,9,20,5,36
"613","611XXX","Apelido489","Aberto","Atrasado","Ação Popular","2018-07-28",5,1,4,7,14,25,3,4,10,5,1,4,17,3,4,9,3,5,8,10,8,3,7,6,3,4,7,101,59,5,1,3,17,5,9,14,3,48
"614","612XXX","Apelido490","Aberto","Atrasado","Ação Popular","2019-02-05",5,4,2,5,17,39,2,7,15,5,4,4,19,1,3,3,8,4,4,3,15,5,8,7,1,2,4,85,55,5,5,3,14,1,5,14,1,33
"615","613XXX","Apelido491","Aberto","Atrasado","Ação Popular","2019-05-22",5,2,5,1,20,31,2,6,16,1,5,4,19,3,5,9,3,2,6,3,13,2,4,5,4,4,7,104,65,2,1,9,17,4,10,19,4,38
"616","614XXX","Apelido492","Aberto","Atrasado","Ação Popular","2018-11-29",0,5,4,7,17,29,5,2,17,4,3,3,18,2,1,2,8,4,7,4,14,2,9,2,4,7,2,103,52,3,1,3,12,5,10,18,1,43
"617","615XXX","Apelido493","Aberto","Atrasado","Ação Popular","2017-03-27",3,5,2,5,17,33,1,3,17,1,1,5,16,5,1,3,9,3,7,6,13,5,10,6,2,8,9,104,50,5,1,7,11,2,8,11,3,48
"618","616XXX","Apelido494","Aberto","Atrasado","Ação Popular","2019-11-06",2,1,2,4,19,35,4,1,19,3,5,3,14,1,2,8,6,5,2,5,13,5,4,2,1,2,8,97,55,2,2,10,12,1,8,11,1,37
"619","617XXX","Apelido495","Aberto","Atrasado","Ação Popular","2019-10-08",2,3,5,2,17,29,2,4,12,1,2,7,15,1,4,4,3,1,2,7,9,1,10,9,2,2,8,94,60,1,3,10,17,1,7,11,1,43
"620","618XXX","Apelido496","Aberto","Atrasado","Ação Popular","2017-10-16",1,1,1,7,11,31,2,4,14,1,2,7,18,1,3,10,2,3,10,3,11,2,5,6,2,6,3,102,69,4,1,8,19,1,7,11,1,44
"621","619XXX","Apelido497","Aberto","Atrasado","Ação Popular","2018-01-27",1,5,5,3,14,32,1,7,12,1,3,5,11,3,4,7,6,2,9,9,9,4,3,5,4,3,4,87,66,1,5,7,12,1,2,12,1,43
"622","620XXX","Apelido498","Aberto","Atrasado","Ação Popular","2018-12-03",5,3,4,4,17,40,1,2,12,5,2,9,17,4,1,4,3,1,2,2,17,1,2,5,1,6,8,90,67,2,4,2,18,1,7,13,3,48
"623","621XXX","Apelido499","Aberto","Atrasado","Ação Popular","2018-05-24",5,3,1,1,17,38,3,4,15,1,3,10,10,1,5,2,3,4,4,10,12,3,7,4,3,2,10,94,57,4,1,8,17,1,10,15,5,37
"624","622XXX","Apelido500","Encerrado","Ok","Ação Popular","2018-06-08",4,1,2,3,11,23,2,5,19,3,2,5,14,4,3,8,5,3,10,7,12,4,7,2,2,8,6,94,69,5,1,3,12,1,5,12,4,31
"625","623XXX","Apelido501","Encerrado","Ok","Ação Popular","2017-07-04",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","624XXX","Apelido502","Encerrado","Ok","Ação Popular","2019-10-27",0,1,1,5,17,40,4,7,19,1,2,7,16,2,2,10,5,4,3,5,12,1,7,2,3,10,2,90,57,5,5,5,14,2,10,19,2,30
"627","625XXX","Apelido503","Encerrado","Ok","Ação Popular","2017-09-12",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","626XXX","Apelido504","Encerrado","Ok","Ação Popular","2019-03-11",3,5,2,4,10,31,5,2,13,4,3,5,17,2,3,8,5,1,8,6,14,2,8,10,1,8,10,87,63,5,2,7,20,3,3,19,5,29
"629","627XXX","Apelido505","Encerrado","Ok","Ação Popular","2018-02-17",3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","628XXX","Apelido506","Encerrado","Ok","Ação Popular","2019-09-23",4,3,2,6,11,24,1,4,18,3,2,5,12,3,1,4,6,1,3,5,15,2,4,2,5,4,5,86,67,2,5,10,19,1,6,14,5,24
"631","629XXX","Apelido507","Encerrado","Ok","Ação Popular","2019-03-03",5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","630XXX","Apelido508","Encerrado","Ok","Ação Popular","2017-01-05",5,5,1,1,11,25,2,2,14,5,3,8,16,3,1,3,9,3,4,6,12,3,4,3,2,5,9,101,53,1,1,2,10,3,9,10,3,39
"633","631XXX","Apelido509","Encerrado","Ok","Ação Popular","2018-12-09",4,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","632XXX","Apelido510","Encerrado","Ok","Ação Popular","2018-03-21",2,4,3,2,19,38,4,1,17,1,5,10,18,5,1,2,9,3,2,10,8,1,2,6,1,7,2,87,68,3,1,2,20,1,4,14,1,32
"635","633XXX","Apelido511","Encerrado","Alerta","Ação Popular","2017-11-21",2,3,4,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","634XXX","Apelido512","Encerrado","Alerta","Ação Popular","2018-03-07",2,5,5,2,15,38,1,3,16,2,1,4,15,2,3,6,3,3,2,7,17,1,8,8,3,8,5,88,55,5,2,6,13,1,3,19,2,22
"637","635XXX","Apelido513","Encerrado","Alerta","Ação Popular","2017-03-11",1,4,1,4,17,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","636XXX","Apelido514","Encerrado","Alerta","Ação Popular","2018-01-18",2,1,5,1,17,37,1,3,15,1,2,10,20,1,4,8,5,3,8,9,14,3,6,6,1,10,5,105,56,3,1,4,16,3,9,11,2,31
"639","637XXX","Apelido515","Encerrado","Alerta","Ação Popular","2018-06-30",4,1,1,2,14,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","638XXX","Apelido516","Encerrado","Alerta","Ação Popular","2018-04-21",0,3,2,5,15,32,2,4,14,3,3,10,17,1,1,10,3,2,9,7,14,1,8,7,1,6,4,93,54,1,1,4,20,2,9,18,1,26
"641","639XXX","Apelido517","Encerrado","Alerta","Ação Popular","2017-09-17",5,2,3,7,20,29,1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","640XXX","Apelido518","Encerrado","Alerta","Ação Popular","2018-11-01",1,4,2,6,11,40,4,2,16,4,2,10,10,1,3,5,7,3,8,2,13,1,9,8,3,6,9,98,52,1,2,3,14,1,8,14,5,27
"643","641XXX","Apelido519","Encerrado","Alerta","Ação Popular","2017-10-03",0,2,4,7,15,22,3,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","642XXX","Apelido520","Encerrado","Alerta","Ação Popular","2017-08-14",2,4,2,2,14,34,2,5,10,1,3,2,20,1,1,4,6,1,4,2,18,2,3,6,2,4,4,104,66,5,4,4,13,2,6,14,1,25
"645","643XXX","Apelido521","Encerrado","Alerta","Ação Popular","2017-02-28",2,1,1,6,14,27,4,2,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","644XXX","Apelido522","Encerrado","Alerta","Ação Popular","2018-06-05",4,3,2,4,18,29,1,1,18,1,5,6,15,1,1,7,3,5,10,8,8,3,10,10,1,2,7,102,66,1,4,7,17,4,5,16,1,22
"647","645XXX","Apelido523","Encerrado","Alerta","Ação Popular","2019-05-12",2,3,3,1,10,35,1,7,16,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","646XXX","Apelido524","Encerrado","Alerta","Ação Popular","2017-11-28",3,1,5,7,19,35,4,7,13,2,2,8,19,2,3,4,3,3,7,7,18,1,3,4,5,8,2,86,64,2,2,2,18,1,2,14,5,29
"649","647XXX","Apelido525","Encerrado","Alerta","Ação Popular","2019-02-06",1,2,1,4,17,38,2,5,16,1,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","648XXX","Apelido526","Encerrado","Alerta","Ação Popular","2019-10-03",3,4,4,4,18,38,1,6,16,5,3,6,18,3,3,3,9,4,8,4,13,1,9,7,1,3,5,89,62,1,4,6,15,4,3,20,5,24
"651","649XXX","Apelido527","Encerrado","Alerta","Ação Popular","2019-06-06",0,5,5,1,16,32,1,1,11,2,2,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","650XXX","Apelido528","Encerrado","Alerta","Ação Popular","2019-04-26",0,2,3,2,15,38,2,3,19,1,2,3,18,3,1,9,3,1,7,9,10,5,9,6,3,8,4,98,64,2,1,6,10,1,10,18,4,22
"653","651XXX","Apelido529","Encerrado","Alerta","Ação Popular","2017-03-03",1,1,5,4,18,22,4,4,13,5,1,4,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","652XXX","Apelido530","Encerrado","Alerta","Ação Popular","2017-06-02",0,2,3,3,13,28,2,4,19,4,2,3,12,1,1,7,10,1,6,9,9,1,9,5,5,5,10,92,66,1,1,2,20,3,4,11,4,29
"655","653XXX","Apelido531","Encerrado","Alerta","Ação Popular","2019-02-12",3,5,3,6,12,27,1,4,14,4,1,7,15,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","654XXX","Apelido532","Encerrado","Alerta","Ação Popular","2019-08-13",2,4,3,3,10,22,3,5,16,1,2,4,13,3,1,8,10,2,6,3,18,4,2,10,3,6,10,93,65,3,5,6,17,5,9,19,1,31
"657","655XXX","Apelido533","Encerrado","Alerta","Ação Popular","2018-01-24",5,1,4,1,18,28,5,7,16,3,3,9,11,1,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","656XXX","Apelido534","Encerrado","Alerta","Ação Popular","2017-02-04",4,5,4,2,11,39,5,4,19,2,5,8,11,4,4,4,2,1,9,4,8,1,4,5,1,9,9,85,70,5,3,3,20,1,6,13,3,22
"659","657XXX","Apelido535","Encerrado","Alerta","Ação Popular","2019-04-24",5,4,4,1,11,29,2,2,20,5,1,5,11,4,1,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","658XXX","Apelido536","Encerrado","Alerta","Ação Popular","2018-08-06",1,4,2,5,14,36,4,5,15,4,1,9,11,1,1,5,2,1,7,8,14,3,8,6,1,3,9,97,67,4,2,3,17,5,9,16,1,22
"661","659XXX","Apelido537","Encerrado","Alerta","Ação Popular","2017-11-10",0,5,4,7,17,35,5,2,14,5,1,3,16,5,1,7,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","660XXX","Apelido538","Encerrado","Alerta","Ação Popular","2019-04-26",1,5,1,7,13,36,3,3,11,4,1,10,11,2,3,8,7,3,3,7,8,5,5,7,5,6,3,93,50,4,1,7,12,1,5,18,1,37
"663","661XXX","Apelido539","Encerrado","Alerta","Ação Popular","2017-02-05",2,5,1,1,20,37,2,6,10,4,4,10,16,3,3,9,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","662XXX","Apelido540","Encerrado","Alerta","Ação Popular","2018-08-24",1,3,2,3,13,31,2,4,19,3,3,2,19,3,2,10,7,5,2,9,9,4,10,6,5,10,7,93,60,2,1,8,16,1,10,11,1,34
"665","663XXX","Apelido541","Encerrado","Alerta","Ação Popular","2019-12-20",3,5,1,2,14,24,4,2,16,1,5,6,12,4,1,2,7,5,3,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","664XXX","Apelido542","Encerrado","Alerta","Ação Popular","2017-04-06",3,1,5,1,19,33,4,1,16,1,2,5,11,1,5,2,10,2,3,6,17,4,8,2,1,7,2,88,53,2,4,6,15,1,9,16,2,34
"667","665XXX","Apelido543","Encerrado","Alerta","Ação Popular","2019-12-07",2,5,5,1,11,30,1,4,13,3,4,8,13,4,1,5,7,1,9,7,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","666XXX","Apelido544","Encerrado","Alerta","Ação Popular","2017-09-24",0,1,5,5,16,40,1,2,19,2,1,8,14,3,5,7,2,1,9,9,8,1,3,4,5,5,2,100,54,4,1,6,16,2,3,11,2,38
"669","667XXX","Apelido545","Encerrado","Alerta","Ação Popular","2019-11-06",1,4,2,4,10,26,3,5,20,1,1,8,20,1,4,7,4,5,5,3,15,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","668XXX","Apelido546","Encerrado","Alerta","Ação Popular","2018-02-03",4,2,1,1,10,31,3,3,17,5,1,8,17,3,4,6,9,5,8,6,17,2,3,6,2,6,9,90,61,5,5,2,10,4,7,10,4,29
"671","669XXX","Apelido547","Encerrado","Alerta","Ação Popular","2019-12-24",0,1,1,4,12,39,3,3,12,1,5,8,20,1,4,5,4,2,8,3,8,5,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","670XXX","Apelido548","Encerrado","Alerta","Ação Popular","2018-02-02",0,4,1,3,16,29,4,1,18,5,5,9,19,3,4,2,5,2,3,9,8,5,8,10,1,3,2,86,70,3,5,8,14,3,2,12,1,25
"673","671XXX","Apelido549","Encerrado","Alerta","Ação Popular","2018-02-16",5,2,3,3,12,23,4,1,20,1,3,3,12,1,4,7,5,4,5,5,17,1,10,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0
"674","672XXX","Apelido550","Encerrado","Alerta","Ação Popular","2018-09-22",1,5,3,4,20,35,5,6,20,5,1,9,10,5,2,2,5,5,9,8,14,1,3,6,3,4,2,101,59,1,1,7,13,1,2,18,3,38
"675","673XXX","Apelido551","Encerrado","Alerta","Ação Popular","2018-10-07",1,4,1,6,20,25,5,4,10,1,4,6,18,5,5,4,10,1,10,7,8,4,9,4,1,3,7,0,0,0,0,0,0,0,0,0,0,0
"676","674XXX","Apelido552","Encerrado","Alerta","Ação Popular","2019-10-04",2,3,2,5,18,25,4,1,20,1,4,10,18,1,1,5,8,1,10,6,10,2,9,6,2,3,9,89,67,5,5,6,17,1,10,17,5,25
"677","675XXX","Apelido553","Encerrado","Alerta","Ação Popular","2019-07-16",2,3,3,4,20,40,2,1,13,1,2,8,20,2,1,4,10,1,7,7,10,4,5,7,4,9,2,91,0,0,0,0,0,0,0,0,0,0
"678","676XXX","Apelido554","Encerrado","Alerta","Ação Popular","2019-03-09",2,1,5,3,13,24,1,2,10,2,1,4,19,2,2,10,4,1,7,5,13,5,2,10,3,10,2,101,58,1,1,5,12,3,9,16,2,28
"679","677XXX","Apelido555","Encerrado","Alerta","Ação Popular","2018-05-16",2,2,1,5,16,36,1,6,17,4,5,3,10,1,4,9,7,1,2,2,11,3,8,2,5,10,6,86,65,0,0,0,0,0,0,0,0,0
